,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age_x,BLK,BLK%,BPM,DBPM,DRB,DRB%,DRtg,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,GS_x,G_x,Ht,Lg_x,MP.1_x,MP_x,OBPM,ORB,ORB%,ORtg,OWS,PER,PF,PTS,Player,STL,STL%,Season_x,TOV,TOV%,TRB,TRB%,TS%_x,Tm_x,USG%,VORP,WS,WS/48,cfga,cfgm,dfga,dfgm,dist,eFG%,ftast,pass,player_year,rimd,sast,spd,tchs
895,4.8,0.537,8.9,4.4,0.411,10.8,0.547,7.1,31.1,28,0.2,0.5,7.3,-0.4,4,11.4,105,3.9,9.2,0.468,19.7,4.4,0.898,4.9,0.251,79,79,6-3,NBA,2638,33.4,7.7,0.8,2.7,119,8.6,24.6,2.5,27.3,Stephen Curry,2,2.6,2016-17,3.3,13,4.8,7.3,0.624,GSW,30.1,6.2,12.6,0.229,7.85416666667,3.57291666667,1.73958333333,0.916666666667,2.42135416667,0.58,0.53125,51.3125,Stephen Curry/2016-17,1.18918918919,2.1875,4.31770833333,77.0208333333
870,3.7,0.518,7.2,3.1,0.412,7.5,0.51,6.7,29.9,30,0.3,0.7,6.7,-0.4,3.9,12.1,109,2.3,6.8,0.464,14.7,4.8,0.819,5.9,0.398,60,60,6-0,NBA,2244,37.4,7.1,0.8,2.4,123,7.8,22.9,2.7,21.6,Kyle Lowry,1.4,2,2016-17,2.8,13.8,4.6,7.3,0.623,TOR,24.9,4.9,10.1,0.216,7.86956521739,3.50724637681,2.47826086957,1.40579710145,2.33130434783,0.569,0.884057971014,56.4927536232,Kyle Lowry/2016-17,1.73214285714,1.17391304348,3.79391304348,78.9855072464
541,4.5,0.448,10,2.5,0.327,7.7,0.434,3.3,14.9,34,0.3,0.7,-1,-2.7,2.2,6.9,109,1.2,7,0.396,17.7,4.8,0.901,5.3,0.3,4,64,6-5,NBA,1703,26.6,1.7,0.4,1.2,106,2.5,16.6,2.3,21.4,Jamal Crawford,1.2,1.8,2014-15,1.9,8.8,2.6,4.1,0.532,LAC,27.6,0.4,3.6,0.102,7.9,3,0.825,0.5625,1.6855,0.467,0.275,23.5875,Jamal Crawford/2014-15,1.02272727273,0.5125,3.781125,40.775
687,7.6,0.527,14.4,0,0.167,0.1,0.007,1.8,9.4,23,1.9,4.3,2.4,1.7,6.5,20.7,102,3.3,7.6,0.525,14.5,3.5,0.669,5.2,0.362,74,74,6-10,NBA,2280,30.8,0.8,3.1,10,113,5,21.8,3.3,18.7,Derrick Favors,0.9,1.4,2014-15,1.9,10.2,9.6,15.4,0.558,UTA,23.8,2.6,8.3,0.175,7.9125,4.3875,6.7,2.9375,1.924625,0.526,0.1625,45.15,Derrick Favors/2014-15,3.17567567568,0.4,3.75575,61.1375
879,6.2,0.537,11.5,0.4,0.257,1.4,0.108,4.4,20,21,1.4,3.4,2.4,1.5,6.4,20,106,2.9,6.5,0.506,12.9,3.8,0.724,5.2,0.404,79,80,6-11,NBA,2823,35.3,1,1.4,4.6,109,4.2,18.8,3.3,17.2,Giannis Antetokounmpo,1.2,1.7,2015-16,2.7,14.8,7.8,12.4,0.566,MIL,22.3,3.2,7.1,0.121,7.93902439024,4.25609756098,4.9512195122,2.46341463415,2.35402439024,0.52,0.30487804878,48.1951219512,Giannis Antetokounmpo/2015-16,2.62337662338,0.817073170732,4.00902439024,67.6585365854
836,5.1,0.51,9.9,3.7,0.425,8.8,0.469,2.2,9.8,25,0.7,1.4,0.7,-2.2,3.7,10.3,107,2.6,8.8,0.47,18.7,2.6,0.873,3,0.159,80,80,6-7,NBA,2666,33.3,2.9,0.5,1.5,112,5.4,18.6,2.1,23.9,Klay Thompson,0.8,1.1,2015-16,1.9,8.5,4.1,6.2,0.597,GSW,26.3,1.8,8,0.144,7.94642857143,3.5625,2.29464285714,1.21428571429,2.23607142857,0.569,0.241071428571,23.4464285714,Klay Thompson/2015-16,1.61904761905,0.883928571429,3.98714285714,44.4821428571
872,5.1,0.468,11,1.6,0.347,4.5,0.291,2.7,13.8,23,0.1,0.2,-1.4,-2,3.1,9.6,114,0.4,6.7,0.433,15.5,2.3,0.804,2.9,0.186,79,79,6-5,NBA,2552,32.3,0.6,1.3,3.8,103,1.7,14.3,2.4,17.3,Jordan Clarkson,1.2,1.7,2015-16,1.9,10.2,4.4,6.6,0.516,LAL,22.8,0.4,2.1,0.039,7.94936708861,3.36708860759,1.89873417722,1.18987341772,2.33367088608,0.483,0.316455696203,38.9493670886,Jordan Clarkson/2015-16,1.44615384615,0.53164556962,4.33164556962,58.4050632911
350,5.1,0.41,12.5,2.6,0.285,9,0.42,3.6,19.1,37,0.3,0.5,-2.5,-3.3,4,12.3,113,0.5,7.7,0.358,21.5,4.5,0.826,5.4,0.252,66,66,6-6,NBA,1863,28.2,0.8,0.8,2.3,95,-0.9,14.9,2.2,22.4,Kobe Bryant,1.2,1.7,2015-16,2.5,9.4,4.8,7.1,0.469,LAL,32.2,-0.2,-0.4,-0.01,7.96703296703,2.8021978022,0.769230769231,0.483516483516,1.3443956044,0.417,0.186813186813,17.4175824176,Kobe Bryant/2015-16,1.22222222222,0.351648351648,2.86648351648,33.4615384615
728,7.6,0.514,14.9,0.7,0.336,2,0.116,5.2,24.5,27,0.4,0.9,4.4,1.3,6.7,20.2,108,2.4,8.3,0.493,16.8,5.5,0.76,7.3,0.434,61,61,6-10,NBA,2076,34,3.2,1.9,6.1,115,5.4,22.7,2.7,22.8,Blake Griffin,1,1.4,2016-17,2.5,10.9,8.6,13.4,0.569,LAC,28,3.4,7.7,0.179,8.04545454545,4.13636363636,3.33333333333,1.92424242424,2.02787878788,0.513,0.287878787879,53.1666666667,Blake Griffin/2016-17,2.18965517241,0.515151515152,3.5946969697,76.303030303
891,5.9,0.448,13.2,1.5,0.351,4.2,0.243,10.2,46.2,25,0.8,1.7,3.2,1,4.4,13.8,104,3.5,7.4,0.424,17.4,3.5,0.791,4.4,0.255,77,77,6-4,NBA,2784,36.2,2.2,0.5,1.7,102,2.2,19.8,2.1,19.8,John Wall,1.9,2.5,2015-16,4.1,17.5,4.9,7.6,0.51,WAS,28.6,3.7,5.7,0.098,8.07792207792,3.53246753247,1.92207792208,1.12987012987,2.38376623377,0.467,0.948051948052,70.7922077922,John Wall/2015-16,1.4262295082,1.96103896104,3.96363636364,98.2337662338
864,6.7,0.492,13.6,1,0.351,2.9,0.173,1.5,7.8,24,0.2,0.5,-1.9,-1.2,3.9,13.2,111,2.1,7.7,0.468,16.4,3.1,0.861,3.6,0.22,79,79,6-8,NBA,2803,35.5,-0.7,1.2,3.7,106,2.5,16.3,1.6,19.5,Harrison Barnes,0.8,1.2,2016-17,1.3,6.8,5.1,8.2,0.541,DAL,25.3,0.1,4.6,0.079,8.14634146341,3.9512195122,2.9756097561,1.89024390244,2.31475609756,0.498,0.0853658536585,29.3658536585,Harrison Barnes/2016-17,2.15277777778,0.329268292683,3.97817073171,48.7073170732
629,6.8,0.536,12.7,2.2,0.346,6.3,0.33,2.9,14.8,28,2,4.2,1.5,-0.4,4.6,13.3,111,1.8,9,0.474,19,4.8,0.81,5.9,0.311,75,75,7-0,NBA,2222,29.6,1.9,2,5.8,108,3.1,20.4,3.1,24.9,Brook Lopez,0.6,0.8,2016-17,3,12.1,6.5,9.6,0.578,BRK,29.2,2,4.9,0.105,8.17721518987,4.27848101266,5.48101265823,2.64556962025,1.82481012658,0.531,0.26582278481,27.6835443038,Brook Lopez/2016-17,3.11940298507,0.417721518987,3.72721518987,47.9493670886
785,6.1,0.484,12.6,0.6,0.33,1.7,0.119,2.6,12.4,26,0.4,0.8,-0.1,-0.3,4.2,13.5,109,1.4,6.7,0.466,14.3,1.9,0.655,3,0.207,68,76,6-8,NBA,2434,32,0.2,1.9,5.8,102,1.6,15.7,2.5,15.8,Thaddeus Young,1.8,2.6,2014-15,1.7,10,6.1,9.6,0.507,TOT,21.5,1.2,3.1,0.061,8.17857142857,4.08333333333,4.13095238095,2.44047619048,2.11547619048,0.486,0.357142857143,44.869047619,Thaddeus Young/2014-15,2.62820512821,0.547619047619,3.95619047619,61.1547619048
909,5,0.484,10.3,1,0.378,2.8,0.212,3,14.4,25,0.5,1,4.7,0.6,3.8,11.2,104,3,6,0.462,13.1,5.5,0.834,6.6,0.508,65,65,6-7,NBA,2513,38.7,4.1,1.6,5.1,122,8.2,21.3,1.5,18.6,Jimmy Butler,1.6,2.3,2014-15,1.3,7.7,5.4,8.2,0.583,CHI,21.6,4.2,11.2,0.214,8.20253164557,3.72151898734,2.83544303797,1.50632911392,2.72974683544,0.502,0.227848101266,36.835443038,Jimmy Butler/2014-15,1.67605633803,0.974683544304,4.18746835443,57.6455696203
898,5.1,0.528,9.6,3.9,0.443,8.9,0.482,8.5,38.6,26,0.2,0.5,9.9,0.3,3.9,11.4,101,4.1,9,0.487,18.5,4.2,0.914,4.6,0.251,80,80,6-3,NBA,2613,32.7,9.6,0.8,2.4,122,11.5,28,2.2,26.2,Stephen Curry,2.2,3,2014-15,3.4,14.3,4.7,7,0.638,GSW,28.9,7.9,15.7,0.288,8.32038834951,3.91262135922,1.43689320388,0.621359223301,2.43213592233,0.594,0.679611650485,55.854368932,Stephen Curry/2014-15,0.853333333333,1.77669902913,4.28029126214,81.4174757282
828,7.1,0.529,13.5,2.1,0.381,5.6,0.294,3.8,18.9,25,0.8,1.8,7.9,1.5,5.1,15.7,102,4.7,9.3,0.485,19.1,6.8,0.88,7.8,0.407,74,74,6-7,NBA,2474,33.4,6.4,1.2,3.7,121,8.9,27.5,1.8,27.5,Kawhi Leonard,1.9,2.7,2016-17,2.2,9.1,6.3,9.8,0.611,SAS,31.1,6.2,13.6,0.264,8.36956521739,3.85869565217,2.42391304348,1.14130434783,2.21195652174,0.541,0.184782608696,29.7173913043,Kawhi Leonard/2016-17,1.41891891892,0.836956521739,3.9727173913,52.7826086957
778,8.6,0.504,17.1,0.2,0.4,0.4,0.022,5.4,26.2,25,0.5,1.2,4.1,1,5.8,17.9,106,2.4,8.8,0.502,17.5,4.8,0.728,6.5,0.373,67,67,6-10,NBA,2356,35.2,3.1,1.9,6.1,113,6.6,22.8,3,22.4,Blake Griffin,1,1.4,2014-15,2.3,10.2,7.8,12.1,0.551,LAC,28.4,3.6,9,0.183,8.42528735632,4.54022988506,5.09195402299,2.59770114943,2.10402298851,0.506,0.425287356322,54.7816091954,Blake Griffin/2014-15,2.825,0.620689655172,3.50206896552,79.2873563218
832,5.4,0.566,9.5,5.4,0.454,11.8,0.554,7,33.7,27,0.2,0.4,12.5,0.1,4.8,13.6,103,4.1,10.7,0.504,21.3,4.8,0.908,5.3,0.25,79,79,6-3,NBA,2700,34.2,12.4,0.9,2.9,125,13.8,31.5,2.1,31.7,Stephen Curry,2.3,3,2015-16,3.5,12.9,5.7,8.6,0.669,GSW,32.6,9.8,17.9,0.318,8.43396226415,3.94339622642,1.48113207547,0.877358490566,2.22594339623,0.63,0.556603773585,50.6037735849,Stephen Curry/2015-16,1.38805970149,2.16037735849,3.91481132075,77.5
883,5.1,0.516,9.9,3.6,0.414,8.8,0.47,2.2,9.3,26,0.5,1.2,0.3,-2.1,3.2,9.2,108,2.9,8.8,0.468,18.7,2.5,0.853,3,0.158,78,78,6-7,NBA,2649,34,2.4,0.7,2.2,111,4.2,17.4,1.9,23.7,Klay Thompson,0.9,1.2,2016-17,1.7,8,3.9,5.9,0.592,GSW,26.1,1.5,7.1,0.128,8.4375,3.70833333333,2.66666666667,1.3125,2.36822916667,0.565,0.25,25.1666666667,Klay Thompson/2016-17,1.51807228916,1,4.17520833333,45.7395833333
867,3.8,0.461,8.2,2.7,0.388,6.9,0.457,6.2,29.9,29,0.4,1,6.8,0.6,3.9,12.3,104,3.7,6.5,0.427,15.1,5,0.811,6.2,0.41,77,77,6-0,NBA,2851,37,6.2,0.7,2.2,115,8,22.2,2.7,20.6,Kyle Lowry,2,2.9,2015-16,2.8,13.7,4.6,7.3,0.578,TOR,26.1,6.3,11.6,0.196,8.44554455446,3.43564356436,2.15841584158,1.31683168317,2.3298019802,0.516,0.633663366337,61.2574257426,Kyle Lowry/2015-16,1.56470588235,1.0495049505,3.76465346535,85.7722772277
831,4.4,0.457,9.7,2,0.338,5.8,0.375,7.1,32.4,28,0.2,0.4,3.6,-0.6,4.1,13.1,107,2,6.4,0.412,15.6,3.8,0.808,4.7,0.299,70,70,6-0,NBA,2414,34.5,4.2,0.8,2.6,110,5.1,19.3,3.2,18.6,Kyle Lowry,1.6,2.3,2014-15,2.6,12.8,4.9,7.8,0.527,TOR,25.4,3.4,7.1,0.141,8.46666666667,3.44,2.29333333333,1.16,2.2248,0.476,0.706666666667,56.0266666667,Kyle Lowry/2014-15,1.31818181818,0.933333333333,3.8792,78.7466666667
551,5.5,0.494,11.1,2.7,0.359,7.6,0.406,7.1,35.4,26,0.6,1.4,6.7,-0.4,5,15.6,108,2.6,8.2,0.439,18.6,8.3,0.86,9.6,0.518,82,82,6-5,NBA,3125,38.1,7.1,0.7,2.2,115,10.7,25.3,2.6,27.4,James Harden,1.6,2.2,2015-16,4.3,15.9,5.8,8.8,0.598,HOU,32.5,6.9,13.3,0.204,8.504,3.928,2.32,1.28,1.7004,0.512,0.416,36.712,James Harden/2015-16,2.07792207792,1.008,2.67632,59.968
461,7.1,0.569,12.6,2.6,0.387,6.7,0.348,5,24.2,27,1.2,2.5,7.9,0.9,7.6,21.8,104,3.5,9.7,0.505,19.3,6.2,0.898,7,0.361,72,72,6-9,NBA,2578,35.8,7,0.6,2,122,11,28.2,1.9,28.3,Kevin Durant,1,1.3,2015-16,3.5,13.5,8.2,12.4,0.634,OKC,30.6,6.4,14.5,0.27,8.66417910448,4.19402985075,1.89552238806,0.902985074627,1.53007462687,0.573,0.201492537313,24.1492537313,Kevin Durant/2015-16,1.53164556962,0.574626865672,2.50828358209,43.276119403
803,7.5,0.495,15.1,0.2,0.462,0.3,0.023,2.8,14.4,34,2,4,2.8,2.1,9.4,27.6,101,4.4,7.7,0.494,15.5,3.9,0.803,4.9,0.317,78,78,7-0,NBA,2681,34.4,0.7,3,9.2,112,6,22.7,2,19.4,Pau Gasol,0.3,0.5,2014-15,2.1,10.7,12.3,18.6,0.55,CHI,24.7,3.2,10.4,0.187,8.73033707865,4.1797752809,10.2921348315,4.85393258427,2.15595505618,0.5,0.359550561798,48.0224719101,Pau Gasol/2014-15,4.85393258427,0.584269662921,3.80674157303,68.2359550562
871,6.9,0.487,14.3,1.1,0.285,3.8,0.21,4.4,20.5,29,0.3,0.8,-0.1,-0.7,2.1,6.4,107,2.2,8,0.445,18.1,3,0.752,4,0.224,80,80,6-3,NBA,2699,33.7,0.7,0.5,1.4,100,1.4,16.5,2.6,20.2,Monta Ellis,2,2.8,2014-15,2.6,11.7,2.5,3.9,0.509,DAL,27.9,1.3,3.6,0.065,8.74117647059,4.04705882353,1.70588235294,0.858823529412,2.33164705882,0.475,0.611764705882,39.6588235294,Monta Ellis/2014-15,1.12307692308,1.05882352941,4.10729411765,63.2941176471
886,4.6,0.466,9.9,1.8,0.396,4.6,0.316,4.2,18.9,24,0.2,0.6,0.6,-1.6,3.3,10.2,110,1.8,6.4,0.444,14.4,3.5,0.888,3.9,0.273,79,79,6-8,NBA,2852,36.1,2.2,0.6,1.8,109,4.3,16.8,2.6,18.1,Khris Middleton,1.7,2.3,2015-16,2.3,12.3,3.8,6,0.56,MIL,23,1.9,6.1,0.103,8.80487804878,3.69512195122,1.86585365854,1.08536585366,2.37146341463,0.507,0.548780487805,34.7926829268,Khris Middleton/2015-16,1.390625,0.841463414634,3.95182926829,54.5
889,7,0.525,13.2,1.4,0.365,3.7,0.219,3,14.3,21,0.5,1.1,0.3,-1.3,4.9,15.7,110,1.5,8.3,0.49,17,3.4,0.743,4.5,0.268,50,51,6-8,NBA,1728,33.9,1.5,1.6,5.4,110,2.6,19.1,2.3,21.4,Jabari Parker,1.1,1.5,2016-17,1.9,9.2,6.5,10.6,0.563,MIL,26.5,1,4.1,0.113,8.90196078431,4.86274509804,3.62745098039,1.90196078431,2.37764705882,0.53,0.313725490196,42.3921568627,Jabari Parker/2016-17,1.94,0.666666666667,4.2231372549,63.568627451
906,4.8,0.5,9.7,2.4,0.343,7,0.421,6.2,29,24,0.3,0.5,5.1,0,4,11.8,105,3.3,7.3,0.434,16.7,4.2,0.864,4.9,0.293,82,82,6-3,NBA,2925,35.7,5,0.6,1.8,112,7.3,20.7,2,21.2,Damian Lillard,1.2,1.7,2014-15,2.7,12.6,4.7,6.9,0.56,POR,26.9,5.2,10.6,0.174,8.94252873563,4.10344827586,1.44827586207,0.908045977011,2.52068965517,0.506,0.344827586207,61.8965517241,Damian Lillard/2014-15,1.27419354839,1.31034482759,4.20862068966,87.0574712644
673,7.8,0.557,13.9,0,,0,0,0.8,3.8,27,2.3,5,-0.5,1.5,11.4,35.3,100,5.3,7.8,0.557,13.9,3.2,0.628,5.1,0.368,77,77,7-0,NBA,2513,32.6,-2,4.2,12.8,113,4.2,22.6,3.2,18.8,Hassan Whiteside,0.8,1.1,2016-17,2.2,12,15.6,24,0.579,MIA,22.7,0.9,9.5,0.181,9,5.06097560976,8.28048780488,3.91463414634,1.89841463415,0.557,0.0609756097561,26.1463414634,Hassan Whiteside/2016-17,4.28,0.280487804878,3.505,42.5853658537
878,5.7,0.501,11.4,2.6,0.393,6.6,0.368,3.4,16.1,26,0.4,0.9,2.8,-0.3,5.8,17.9,108,3.1,8.3,0.461,18.1,4.5,0.898,5,0.277,75,75,6-9,NBA,2689,35.9,3.1,0.8,2.5,109,4,20.2,2.8,23.8,Paul George,1.6,2.2,2016-17,2.9,12.6,6.6,10.3,0.586,IND,28.9,3.2,7.1,0.127,9.01234567901,4.12345679012,2.55555555556,1.35802469136,2.35197530864,0.533,0.358024691358,35.2592592593,Paul George/2016-17,1.54929577465,0.703703703704,3.90456790123,59.9135802469
821,6.5,0.486,13.3,1.4,0.34,4.3,0.242,7.2,35.5,23,0.2,0.6,-0.7,-1.4,3,9,109,2.5,7.9,0.451,17.6,3.2,0.855,3.7,0.21,78,79,6-1,NBA,2485,31.5,0.7,0.6,1.9,103,1.2,16.1,2.2,20.5,Dennis Schroder,1.1,1.5,2016-17,3.7,16.3,3.6,5.5,0.533,ATL,27.8,0.8,3.7,0.071,9.02325581395,4.16279069767,1.29069767442,0.709302325581,2.19930232558,0.492,0.488372093023,56.2325581395,Dennis Schroder/2016-17,1.03389830508,1.54651162791,4.17313953488,79.2906976744
899,4.8,0.459,10.5,2.3,0.371,6.1,0.368,5.3,25.7,25,0.5,1.1,4,0,3.8,11.5,105,3.6,7.1,0.427,16.6,4.6,0.847,5.5,0.329,81,81,6-1,NBA,2885,35.6,4,0.7,2.1,112,6.3,20.8,1.4,21.1,Kemba Walker,1.6,2.2,2015-16,2.1,10.1,4.5,6.8,0.554,CHO,26.5,4.4,9.9,0.165,9.03370786517,3.74157303371,2.39325842697,1.42696629213,2.43584269663,0.495,0.415730337079,65.0898876404,Kemba Walker/2015-16,1.64935064935,1.37078651685,4.09584269663,89.5056179775
590,6.6,0.463,14.2,1.5,0.339,4.4,0.237,4.3,21.9,31,0.5,1.1,2.6,-0.2,6.5,19.5,107,2.5,8.1,0.434,18.6,4.8,0.829,5.7,0.308,72,72,6-8,NBA,2530,35.1,2.8,1.4,4.3,107,3.9,20.3,2.6,22.4,Carmelo Anthony,0.9,1.3,2015-16,2.5,10.6,7.9,12,0.53,NYK,29.7,2.9,6.4,0.121,9.05494505495,3.86813186813,1.68131868132,0.923076923077,1.76076923077,0.474,0.21978021978,33.6593406593,Carmelo Anthony/2015-16,1.47368421053,0.67032967033,3.01197802198,53.5494505495
701,6.3,0.464,13.5,1.8,0.353,5,0.268,7.3,36.3,25,0.2,0.3,2.3,-1.6,2.9,9.1,108,1.9,8,0.434,18.5,4.3,0.864,5,0.271,79,79,6-3,NBA,2424,30.7,3.9,0.9,2.5,109,4.9,19.6,2.8,22.1,Reggie Jackson,0.9,1.2,2015-16,3.3,13.8,3.8,5.7,0.535,DET,29.1,2.6,6.9,0.136,9.05494505495,4.06593406593,2.26373626374,1.46153846154,1.95153846154,0.482,0.43956043956,47.8791208791,Reggie Jackson/2015-16,1.77333333333,1.27472527473,3.78087912088,70.5054945055
865,5.3,0.481,11.1,3.5,0.439,8,0.42,3.3,14.6,24,0.9,1.8,2.7,-1,3.2,9.4,104,3.1,8.8,0.463,19,3.3,0.879,3.8,0.197,77,77,6-7,NBA,2455,31.9,3.6,0.4,1.2,112,5.7,20.8,1.8,24.5,Klay Thompson,1.3,1.7,2014-15,2.2,9.5,3.6,5.4,0.591,GSW,27.6,2.9,8.8,0.172,9.07,3.89,1.96,0.94,2.3249,0.555,0.29,23.45,Klay Thompson/2014-15,1.20512820513,0.75,4.248,44.69
757,7,0.49,14.2,0.1,0.35,0.3,0.021,2.4,11.4,33,0.2,0.5,1.5,1.1,8.2,25.8,101,3.8,7.1,0.487,14.6,3.6,0.765,4.7,0.32,71,71,6-9,NBA,2304,32.5,0.4,3.5,11.2,107,3.4,19.5,2.7,17.9,Zach Randolph,1.1,1.6,2014-15,2.4,12.8,11.7,18.5,0.538,MEM,24.3,2,7.2,0.149,9.07142857143,4.5,5.46428571429,2.92857142857,2.06595238095,0.491,0.285714285714,34.7261904762,Zach Randolph/2014-15,3.03703703704,0.52380952381,3.78476190476,53.2023809524
907,5.4,0.464,11.7,1.2,0.339,3.5,0.228,4.1,19.3,22,0.3,0.6,0,-0.5,3.5,11.2,108,2,6.6,0.436,15.2,3.7,0.819,4.5,0.295,71,72,6-4,NBA,2573,35.7,0.5,0.7,2.2,101,1.5,15.9,2.6,18.1,Victor Oladipo,1.7,2.4,2014-15,2.9,14.3,4.2,6.6,0.527,ORL,25.2,1.3,3.5,0.065,9.11111111111,3.98611111111,2.36111111111,1.29166666667,2.52958333333,0.474,0.291666666667,42.1666666667,Victor Oladipo/2014-15,1.5,0.930555555556,4.2575,65.5277777778
703,9.4,0.54,17.4,0,0.083,0.2,0.01,2.2,11.6,21,2.9,6.2,7.1,3,7.7,24.1,100,4.2,9.4,0.535,17.6,5.4,0.805,6.8,0.384,68,68,6-10,NBA,2455,36.1,4.2,2.5,8,122,9.9,30.8,2.1,24.3,Anthony Davis,1.5,2.1,2014-15,1.4,6.3,10.2,16.1,0.591,NOP,27.8,5.7,14,0.274,9.17441860465,5.06976744186,6.04651162791,2.88372093023,1.96081395349,0.536,0.186046511628,29.9186046512,Anthony Davis/2014-15,3.44444444444,0.337209302326,3.22244186047,49.8488372093
733,9,0.524,17.1,0,0.333,0.1,0.005,2.1,11,24,0.8,1.7,0.5,-0.1,8.1,26,106,2.5,9,0.523,17.2,2.3,0.752,3.1,0.181,74,74,7-0,NBA,2529,34.2,0.7,3.4,10.4,109,4.5,21.5,3.1,20.3,Nikola Vucevic,0.8,1.1,2014-15,2.1,10.2,11.5,18.1,0.548,ORL,26,1.6,7,0.133,9.17721518987,4.79746835443,7.27848101266,3.91139240506,2.0317721519,0.524,0.189873417722,31.8860759494,Nikola Vucevic/2014-15,4.17567567568,0.405063291139,3.57683544304,51.3544303797
713,8.6,0.515,16.7,0,0.143,0.2,0.012,2.2,10.8,27,1.8,4.1,1.3,0.2,5.4,17.2,109,1.7,8.7,0.511,17,4.6,0.787,5.9,0.348,73,73,7-0,NBA,2457,33.7,1.1,3,9.2,109,4.5,21.7,3.2,22,Brook Lopez,0.8,1.2,2015-16,2.6,11.6,8.4,13.1,0.562,BRK,27.3,2.1,6.2,0.121,9.1975308642,4.83950617284,8.46913580247,4.01234567901,1.99222222222,0.512,0.222222222222,27.8518518519,Brook Lopez/2015-16,4.64285714286,0.543209876543,3.55432098765,47.975308642
695,8.7,0.511,17.1,0.6,0.324,1.8,0.095,1.9,10,22,2.1,4.7,2.2,1.2,8.3,26.4,104,2.8,9.3,0.493,18.9,5.4,0.758,7.2,0.379,61,61,6-10,NBA,2164,35.5,1,2.2,6.4,110,4.4,25,2.5,24.6,Anthony Davis,1.3,1.8,2015-16,2,8.4,10.4,16.1,0.559,NOP,29.6,2.3,7.2,0.16,9.20547945205,4.71232876712,4.76712328767,2.28767123288,1.93821917808,0.508,0.191780821918,35.9315068493,Anthony Davis/2015-16,2.9298245614,0.27397260274,3.28342465753,56.8356164384
829,7.9,0.611,12.9,1.6,0.363,4.4,0.254,8.3,41.3,32,0.6,1.3,8.4,1.6,7,20.7,108,3,9.5,0.548,17.3,4.6,0.674,6.8,0.395,74,74,6-8,NBA,2794,37.8,6.8,1.2,4,119,9.8,27,1.7,25.2,LeBron James,1.2,1.6,2016-17,3.9,16.1,8.2,12.6,0.619,CLE,30,7.3,12.9,0.221,9.20833333333,5.47916666667,3.51041666667,1.83333333333,2.22083333333,0.594,0.729166666667,55.2291666667,LeBron James/2016-17,2.02298850575,1.29166666667,3.48625,82.7395833333
880,5,0.418,11.9,1.4,0.304,4.8,0.285,5.4,27.1,24,0.5,1.2,2.2,0.1,3.1,9.9,104,2.6,6.4,0.385,16.7,4,0.827,4.8,0.288,58,62,6-1,NBA,2119,34.2,2.2,0.6,1.8,103,1.8,17.6,1.6,18.3,Kemba Walker,1.5,2.2,2014-15,1.7,8.3,3.7,5.7,0.486,CHO,25.9,2.3,4.5,0.101,9.2380952381,3.42857142857,2.5873015873,1.38095238095,2.35555555556,0.429,0.555555555556,67.4603174603,Kemba Walker/2014-15,1.52631578947,1.52380952381,4.12888888889,90.619047619
763,5.6,0.491,11.3,2.1,0.415,5,0.306,5.1,25,22,0.3,0.6,3.3,-1.4,2.4,7.5,108,2,7.6,0.468,16.3,4.2,0.863,4.8,0.296,75,75,6-3,NBA,2730,36.4,4.7,0.7,2.3,117,8.4,21.5,1.9,21.5,Kyrie Irving,1.5,2.2,2014-15,2.5,11.8,3.1,5,0.583,CLE,26.2,3.7,10.4,0.183,9.4,4.29,1.76,1,2.0815,0.532,0.53,48.76,Kyrie Irving/2014-15,1.2987012987,1.27,3.4463,69.81
808,6,0.482,12.6,0.9,0.304,3,0.195,7,32.7,25,0.5,1,1.9,0.1,4.5,14.1,107,2.2,7,0.447,15.6,2.7,0.694,3.9,0.25,76,79,6-6,NBA,2690,34.1,1.7,1.1,3.5,103,2.4,17.7,2.6,17.6,Tyreke Evans,1.3,2,2014-15,3.3,16,5.6,8.8,0.508,NOP,26.1,2.6,4.6,0.082,9.41860465116,4.13953488372,2.95348837209,1.67441860465,2.16662790698,0.477,0.697674418605,50.511627907,Tyreke Evans/2014-15,1.82278481013,0.813953488372,3.83418604651,72.0930232558
674,8.7,0.517,16.7,0,0.1,0.2,0.01,0.9,4.5,26,2.2,4.8,0.2,-0.3,5.5,17.1,105,2.2,8.7,0.513,16.9,3.8,0.814,4.7,0.278,44,72,7-0,NBA,2100,29.2,0.5,3.7,11.5,112,4.7,22.7,3.5,21.2,Brook Lopez,0.7,1.1,2014-15,1.8,8.6,9.2,14.3,0.558,BRK,26.3,1.1,7,0.159,9.42307692308,4.91025641026,8.55128205128,4.17948717949,1.9008974359,0.513,0.115384615385,22.3974358974,Brook Lopez/2014-15,4.17948717949,0.320512820513,3.80512820513,40.5512820513
